platform_id,video_id,watch_count,total_time_watched,price_per_watch
85,1647,36259,253813,0.39
63,452,979855,58791300,0.15
29,755,541581,13539525,0.43
162,1612,1500,31500,0.15
158,1550,1501,45030,0.23
159,647,1507,43703,0.15
158,483,1505,10535,0.41
159,894,1509,58851,0.1
158,1554,1501,7505,0.42
146,1612,368704,7742784,0.43
106,653,764190,42794640,0.35
162,1880,1498,32956,0.22
22,53,224124,6275472,0.21
140,1620,617999,9887984,0.11
12,1115,247192,10629256,0.21
161,128,1505,54180,0.25
60,1497,499230,3993840,0.29
161,1584,1501,43529,0.22
52,255,496990,25843480,0.27
162,1009,1502,39052,0.39
161,1825,1500,30000,0.37
159,9,1509,18108,0.49
15,461,390994,5082922,0.11
121,1438,484982,22309172,0.22
161,1025,1498,26964,0.29
160,949,2001,116058,0.35
155,153,805435,33022835,0.48
50,1736,892261,35690440,0.49
25,1443,843092,46370060,0.12
102,0,622419,29253693,0.45
162,278,1497,13473,0.39
12,912,602089,17460581,0.29
159,1766,1510,45300,0.1
93,698,530994,2654970,0.13
80,35,364008,14924328,0.41
46,1519,93215,3169310,0.25
160,575,2001,30015,0.13
162,890,1502,13518,0.18
158,1659,1507,25619,0.21
46,1432,300640,16234560,0.31
29,1115,985008,42355344,0.2
110,222,346143,6230574,0.22
81,456,828339,24021831,0.22
5,1253,265838,12494386,0.27
72,1235,351213,3160917,0.44
161,275,1501,88559,0.31
23,119,297624,13393080,0.41
90,1025,92203,1659654,0.45
161,925,1501,90060,0.28
75,691,326081,17282293,0.34
24,82,632902,22784472,0.3
135,1223,918105,27543150,0.45
160,1113,1997,103844,0.32
153,1636,325648,6187312,0.35
61,403,353718,9196668,0.16
85,491,898630,8087670,0.26
128,167,1214,47346,0.22
28,671,458760,26149320,0.13
34,215,494235,3459645,0.33
159,930,1507,63294,0.37
162,8,1505,21070,0.38
87,1391,729159,32812155,0.44
59,1483,190773,6295509,0.38
38,1,397803,5967045,0.46
44,1697,651469,31921981,0.49
160,149,1998,79920,0.26
39,1740,336286,7062006,0.13
158,1879,1497,22455,0.39
111,891,212202,7002666,0.44
25,102,573773,9180368,0.24
160,543,1998,41958,0.3
160,1893,2002,44044,0.13
68,1494,146147,7599644,0.45
62,1866,760943,39569036,0.37
160,8,2002,28028,0.49
116,895,584658,15201108,0.3
4,238,42728,854560,0.27
160,265,2000,34000,0.24
96,355,296316,10371060,0.48
87,1496,520171,20286669,0.27
158,120,1502,60080,0.34
162,1164,1502,81108,0.36
69,869,298032,6258672,0.29
162,673,1501,46531,0.34
161,1182,1504,34592,0.18
23,1425,637449,9561735,0.12
161,117,1508,72384,0.19
162,990,1503,21042,0.25
157,238,490997,9819940,0.31
161,1673,1502,27036,0.21
20,162,858132,46339128,0.39
111,1495,739500,17748000,0.38
50,265,662248,11258216,0.47
59,1728,48561,2865099,0.11
134,633,415934,6239010,0.36
161,1948,1504,64672,0.29
36,470,866264,6930112,0.44
160,10,1996,101796,0.45
46,17,759872,15197440,0.44
159,28,1511,16621,0.49
158,1732,1498,19474,0.16
8,1340,113284,2605532,0.29
158,483,1501,10507,0.43
161,595,1496,11968,0.2
138,1442,662275,35100575,0.19
32,169,815908,20397700,0.43
64,1219,898116,30535944,0.12
162,1964,1498,40446,0.28
143,1108,103919,1039190,0.28
33,727,702953,33038791,0.49
75,1359,316457,16455764,0.17
66,1126,192032,2112352,0.24
160,1941,1998,91908,0.21
15,269,986730,9867300,0.24
80,136,687057,8931741,0.37
160,1226,2001,38019,0.19
20,226,938368,27212672,0.24
160,1626,2002,118118,0.16
114,1222,903357,51491349,0.35
160,1740,2002,42042,0.17
1,165,889600,36473600,0.29
149,41,86940,695520,0.41
126,1756,351357,18270564,0.32
140,1224,21659,606452,0.1
158,781,1497,61377,0.47
159,841,1512,36288,0.4
73,1464,642433,7709196,0.48
29,346,518263,5182630,0.21
160,1573,2000,14000,0.37
158,1311,1499,41972,0.24
53,715,689865,21385815,0.26
32,1330,120234,6853338,0.43
40,811,287187,16656846,0.2
51,564,842484,16007196,0.13
162,1107,1496,8976,0.33
161,1157,1503,40581,0.17
24,931,393932,3939320,0.44
142,1742,731521,25603235,0.31
65,420,298158,9242898,0.5
160,1901,1994,57826,0.23
32,959,610803,3664818,0.29
108,1774,6155,338525,0.23
53,1927,717210,33708870,0.1
52,1187,543072,32584320,0.23
91,489,478064,3346448,0.24
148,1932,564649,19198066,0.26
153,1004,101429,5984311,0.33
38,962,701624,18943848,0.18
158,1413,1498,26964,0.21
12,16,524205,24637635,0.2
161,276,1501,49533,0.4
19,1755,927234,49143402,0.37
161,259,1500,45000,0.45
159,93,1515,90900,0.47
160,822,2000,80000,0.4
38,1700,734008,19084208,0.21
156,629,614703,23973417,0.13
161,1311,1500,42000,0.45
89,340,334379,8359475,0.3
27,1304,983439,27536292,0.45
157,774,398725,7177050,0.28
51,1462,471262,23563100,0.19
119,1449,561777,24156411,0.46
161,12,1499,19487,0.15
12,370,826915,38038090,0.19
109,1311,341334,9557352,0.31
87,1356,410227,4922724,0.46
120,1024,656298,17063748,0.25
125,493,115946,3478380,0.12
72,1622,400059,10401534,0.3
49,1486,110200,2093800,0.26
90,1301,685750,35659000,0.32
102,126,936553,34652461,0.47
35,1226,876899,16661081,0.25
65,297,344569,9647932,0.49
162,649,1499,56962,0.24
107,973,935869,13102166,0.15
56,504,219850,11432200,0.18
158,1763,1501,9006,0.31
160,1704,1998,75924,0.34
57,1520,305269,8547532,0.22
46,924,988514,8896626,0.41
46,1791,883285,21198840,0.23
118,384,572499,10304982,0.49
147,1397,767221,41429934,0.35
75,433,835357,11694998,0.23
16,1711,480917,7213755,0.2
159,1987,1514,10598,0.13
160,161,2005,44110,0.48
33,1762,831048,11634672,0.24
162,830,1500,76500,0.16
162,1941,1496,68816,0.16
25,617,91489,1280846,0.17
143,542,455782,15496588,0.22
162,1516,1503,37575,0.45
43,1515,998971,28970159,0.31
160,457,1999,79960,0.31
110,324,471388,13198864,0.13
162,227,1499,8994,0.21
138,1547,141979,2271664,0.47
160,412,1997,59910,0.22
19,192,487697,15118607,0.12
4,863,938551,13139714,0.4
100,418,907701,10892412,0.22
4,647,444229,12882641,0.21
62,1229,774688,45706592,0.22
123,882,158650,4759500,0.43
159,238,1509,30180,0.46
88,1335,158585,4123210,0.25
124,265,494257,8402369,0.45
129,1438,335082,15413772,0.41
162,337,1499,38974,0.26
34,629,329639,12855921,0.38
63,1769,552018,28152918,0.41
62,369,792909,22201452,0.11
86,501,410113,3280904,0.13
26,105,273014,7371378,0.47
153,793,528838,10576760,0.13
93,754,899955,51297435,0.34
9,1336,226477,13135666,0.29
95,1633,31695,412035,0.42
61,1639,894931,52800929,0.47
157,1135,839528,47013568,0.38
11,738,728079,9465027,0.13
62,571,215854,3669518,0.39
130,1362,933126,33592536,0.4
95,1566,490649,8341033,0.24
159,1944,1505,21070,0.3
49,1988,382792,8038632,0.24
158,273,1499,13491,0.23
93,1633,881580,11460540,0.27
158,1567,1502,28538,0.25
23,1937,891805,32996785,0.38
92,450,317037,17754072,0.19
17,197,191852,2302224,0.46
158,572,1504,76704,0.22
26,1109,171346,4626342,0.12
159,294,1511,37775,0.35
90,175,166786,3836078,0.42
77,1940,383480,5752200,0.47
162,417,1501,45030,0.48
158,1789,1508,81432,0.15
18,520,407067,18725082,0.17
159,1263,1511,18132,0.23
161,1314,1493,44790,0.12
16,1085,194049,3686931,0.39
161,1700,1498,38948,0.16
161,450,1503,84168,0.31
160,1267,1998,17982,0.14
76,1267,721948,6497532,0.48
123,1673,56420,1015560,0.28
158,1538,1498,10486,0.33
94,742,247595,5694685,0.49
90,762,251495,4526910,0.13
144,50,4589,59657,0.41
159,491,1510,13590,0.23
160,1111,1999,47976,0.43
159,538,1507,10549,0.34
121,80,2170,117180,0.22
60,851,748052,21693508,0.15
19,524,786347,46394473,0.45
124,1370,147168,3679200,0.28
102,183,228784,5033248,0.49
160,86,2000,108000,0.34
158,325,1501,37525,0.33
162,69,1501,42028,0.14
158,130,1498,13482,0.28
158,351,1501,27018,0.17
158,1741,1497,80838,0.31
2,187,490718,3925744,0.34
42,51,742968,21546072,0.42
24,1796,848722,5941054,0.24
162,401,1506,76806,0.23
161,1201,1504,42112,0.46
70,1364,175507,1053042,0.46
1,996,922023,33192828,0.46
160,1949,2003,56084,0.47
158,1597,1501,72048,0.18
6,889,758530,38685030,0.47
117,900,751159,13520862,0.24
162,122,1507,64801,0.28
24,1500,581681,17450430,0.28
128,506,19772,692020,0.23
86,586,789385,8683235,0.21
1,573,582195,34349505,0.23
161,717,1497,71856,0.11
161,94,1505,60200,0.28
58,1809,832026,22464702,0.32
71,971,837513,22612851,0.3
161,1674,1499,35976,0.35
116,1657,390199,11705970,0.32
23,708,693455,6241095,0.43
33,1235,767858,6910722,0.31
154,282,471941,24540932,0.48
89,394,165629,7453305,0.46
98,628,666712,4666984,0.47
154,1160,628776,14461848,0.12
17,1613,855153,25654590,0.29
72,1517,134580,1076640,0.27
69,1165,217711,10232417,0.4
160,405,1998,61938,0.11
99,779,100799,5947141,0.29
160,1441,2005,68170,0.1
149,366,170682,9899556,0.26
0,115,216009,2592108,0.21
161,1573,1500,10500,0.41
152,436,778827,37383696,0.44
160,718,2003,118177,0.12
125,186,78227,4224258,0.27
159,667,1502,33044,0.22
162,1497,1500,12000,0.49
159,128,1508,54288,0.13
103,928,879959,11439467,0.5
160,994,1999,59970,0.28
109,1796,20149,141043,0.1
135,968,395845,19792250,0.29
76,52,540572,16217160,0.37
159,115,1510,18120,0.29
162,529,1504,21056,0.31
162,1519,1500,51000,0.42
29,484,859959,29238606,0.29
14,1086,897388,26024252,0.35
160,1382,2001,100050,0.47
48,1597,93157,4471536,0.42
136,1220,785888,10216544,0.37
92,1175,775564,25593612,0.26
159,1286,1502,25534,0.29
162,1090,1499,44970,0.48
26,1479,917394,7339152,0.19
162,1967,1500,78000,0.33
86,357,146373,8343261,0.17
159,1838,1508,18096,0.19
159,358,1511,80083,0.43
155,451,74091,963183,0.11
66,737,539788,3238728,0.43
153,1989,188438,3391884,0.14
162,1243,1498,16478,0.24
89,1692,275099,16230841,0.45
160,1240,1997,65901,0.45
58,300,892867,15178739,0.44
158,176,1501,64543,0.46
72,1656,407134,3664206,0.18
160,275,2000,118000,0.21
106,523,970529,28145341,0.45
78,1829,795766,15915320,0.46
161,1206,1503,13527,0.11
162,526,1502,46562,0.32
93,980,927423,21330729,0.36
159,1301,1510,78520,0.42
134,303,815803,5710621,0.29
56,709,348432,4529616,0.43
1,1530,349724,18185648,0.22
159,547,1511,12088,0.22
159,213,1506,61746,0.28
71,1004,577549,34075391,0.4
49,1529,71008,1633184,0.31
44,1438,966006,44436276,0.25
159,1986,1514,45420,0.33
104,1582,537926,32275560,0.14
88,31,307920,16011840,0.4
98,1441,450203,15306902,0.22
160,1702,2002,98098,0.14
158,603,1503,10521,0.19
160,1106,2003,76114,0.48
160,492,1998,107892,0.34
126,1390,286432,12316576,0.31
77,673,652373,20223563,0.48
162,1655,1500,61500,0.13
89,1312,916412,11913356,0.24
57,1096,557388,2786940,0.16
85,1175,991728,32727024,0.5
122,176,439870,18914410,0.16
160,1799,2002,44044,0.27
159,1709,1511,12088,0.24
37,1031,182318,8021992,0.32
26,207,789923,39496150,0.22
160,195,2001,30015,0.28
28,695,675303,3376515,0.43
64,1650,643939,5151512,0.36
158,1446,1498,89880,0.23
8,642,108456,3145224,0.12
158,641,1497,59880,0.36
146,105,35081,947187,0.39
8,1658,76651,2069577,0.17
23,443,591818,28407264,0.28
65,1359,96876,5037552,0.25
74,1957,520073,7281022,0.29
9,721,287448,6611304,0.15
71,143,410090,7791710,0.27
26,1308,64048,2882160,0.49
162,1841,1503,42084,0.44
160,1209,2002,44044,0.4
27,916,765215,37495535,0.45
89,1309,453065,8608235,0.2
162,332,1500,66000,0.33
61,1691,745007,10430098,0.24
79,574,359063,10771890,0.26
160,320,2002,88088,0.33
83,1409,240373,2644103,0.26
78,1981,842799,44668347,0.35
159,167,1512,58968,0.39
159,274,1504,61664,0.19
118,336,73305,1392795,0.23
159,1797,1511,30220,0.31
119,841,124843,2996232,0.37
108,1003,67194,940716,0.48
160,1363,2001,110055,0.3
4,1968,734760,43350840,0.37
123,854,569015,17070450,0.1
145,1367,67956,1495032,0.39
103,1129,919519,38619798,0.44
87,353,895644,8060796,0.42
132,677,712601,12826818,0.18
86,818,28853,1558062,0.47
134,720,612008,14688192,0.12
82,917,542400,17356800,0.41
69,1507,890123,25813567,0.49
133,157,666665,17999955,0.23
44,1520,913036,25565008,0.35
161,349,1501,58539,0.16
141,1135,416582,23328592,0.3
162,1024,1498,38948,0.18
161,1338,1504,81216,0.16
91,469,271067,15450819,0.47
160,1658,1998,53946,0.17
42,1239,895758,44787900,0.26
51,698,519106,2595530,0.25
161,1863,1499,65956,0.42
48,1974,333596,16679800,0.3
158,153,1506,61746,0.2
162,325,1506,37650,0.28
7,1691,668737,9362318,0.32
34,926,872091,13081365,0.3
81,1408,842764,29496740,0.4
59,1986,646073,19382190,0.16
72,1300,223983,6719490,0.25
15,1933,205072,3486224,0.19
29,1487,812621,30879598,0.33
139,1436,97228,3889120,0.15
68,1209,637598,14027156,0.48
26,756,665587,13311740,0.2
158,957,1501,66044,0.41
158,1076,1501,19513,0.47
125,1778,320959,7061098,0.22
7,88,534331,21373240,0.26
159,549,1513,37825,0.28
21,132,71525,643725,0.33
35,1397,404814,21859956,0.37
56,1486,754150,14328850,0.42
162,747,1498,68908,0.45
115,946,3800,114000,0.29
51,323,91897,1837940,0.37
161,1865,1501,10507,0.28
158,498,1500,45000,0.36
159,1738,1510,28690,0.17
32,767,465740,19095340,0.22
17,372,12418,273196,0.48
13,1002,553088,24335872,0.49
162,617,1495,20930,0.48
70,243,325949,2607592,0.41
161,210,1503,81162,0.47
89,1463,658141,13820961,0.34
160,98,2005,114285,0.44
82,278,748547,6736923,0.39
80,549,832895,20822375,0.48
158,1315,1501,84056,0.4
158,372,1499,32978,0.15
37,678,894249,5365494,0.22
162,447,1507,70829,0.32
159,168,1511,40797,0.44
87,602,84893,764037,0.35
7,1377,191649,3066384,0.26
9,87,590571,21260556,0.13
103,1842,680687,31992289,0.5
54,589,436472,22260072,0.31
8,852,974201,28251829,0.34
161,1670,1503,42084,0.3
112,1518,141218,2400706,0.49
110,1632,274423,10702497,0.14
58,633,317101,4756515,0.13
32,1248,775319,13180423,0.4
102,1111,101311,2431464,0.34
161,1850,1499,47968,0.22
56,568,638870,14694010,0.46
66,315,187481,1124886,0.33
127,369,178766,5005448,0.43
158,1758,1497,56886,0.41
58,1904,741287,38546924,0.29
36,1806,785702,12571232,0.45
72,1358,720780,25948080,0.48
162,630,1501,70547,0.13
151,1931,769629,16931838,0.29
35,967,953311,4766555,0.26
158,1894,1503,67635,0.35
113,815,779428,9353136,0.49
159,657,1505,61705,0.49
143,61,502797,18603489,0.32
64,285,907157,6350099,0.19
162,917,1502,48064,0.34
149,1729,363007,18513357,0.48
87,1631,589526,22401988,0.36
159,264,1510,66440,0.47
162,601,1498,44940,0.33
157,932,135155,3919495,0.4
158,1654,1502,27036,0.46
80,209,857919,34316760,0.2
124,841,302421,7258104,0.45
57,1690,312777,11885526,0.37
65,152,542406,5424060,0.13
155,823,712787,25660332,0.42
113,1341,39170,1449290,0.14
2,633,423429,6351435,0.19
79,39,812181,22741068,0.5
140,460,59963,2878224,0.15
75,1422,411175,3700575,0.26
143,4,487678,24383900,0.21
55,612,904029,35257131,0.35
161,1996,1500,79500,0.14
121,1813,239882,2398820,0.45
83,635,490150,4901500,0.24
113,1225,735844,21339476,0.35
82,1067,819768,23773272,0.24
0,1885,809029,38024363,0.38
161,960,1502,27036,0.3
123,724,787767,5514369,0.41
124,65,846605,14392285,0.11
117,183,160155,3523410,0.34
61,913,551645,22065800,0.43
160,1945,2002,10010,0.34
151,539,907622,28136282,0.44
14,1652,257951,15219109,0.27
36,799,37843,1021761,0.34
52,1040,369387,18099963,0.18
91,816,768008,20736216,0.28
97,810,283347,6233634,0.5
130,1652,224450,13242550,0.15
68,427,344588,11371404,0.48
78,1091,421443,10114632,0.43
161,677,1506,27108,0.34
136,95,368183,7731843,0.46
50,1031,23641,1040204,0.5
92,956,245610,4175370,0.25
64,238,484413,9688260,0.38
161,794,1503,15030,0.32
89,1406,737406,16960338,0.45
161,405,1496,46376,0.42
152,693,77988,2339640,0.18
162,1627,1500,13500,0.47
18,724,707384,4951688,0.22
39,1947,652640,34589920,0.1
41,480,94899,3511263,0.18
33,1357,666819,34007769,0.37
159,51,1508,43732,0.3
7,600,171048,3592008,0.26
38,1402,496062,4464558,0.45
111,470,295187,2361496,0.47
16,165,297175,12184175,0.36
158,953,1499,53964,0.19
160,1457,2000,60000,0.29
158,1805,1496,34408,0.15
44,466,991388,37672744,0.3
127,783,796985,43834175,0.32
146,642,150165,4354785,0.49
108,916,893805,43796445,0.25
161,1006,1500,16500,0.34
45,1881,43852,833188,0.11
26,285,11572,81004,0.5
59,1187,282306,16938360,0.27
109,1349,473460,11836500,0.16
140,1491,796423,46192534,0.46
25,1410,324216,15562368,0.15
160,1354,2000,90000,0.3
159,839,1513,74137,0.32
125,860,152830,3820750,0.17
92,1204,186708,2613912,0.37
143,162,418602,22604508,0.17
24,1197,241458,14487480,0.11
130,1074,681079,36778266,0.43
72,687,289590,1737540,0.44
159,1083,1509,12072,0.18
65,479,15309,566433,0.49
160,1817,1998,103896,0.25
127,412,798402,23952060,0.23
158,364,1500,58500,0.35
26,817,245488,2454880,0.41
147,1588,674768,31714096,0.38
162,102,1500,24000,0.46
57,1442,334275,17716575,0.25
2,316,903993,44295657,0.46
162,80,1500,81000,0.46
91,1091,180830,4339920,0.42
84,1901,86842,2518418,0.32
156,1351,19725,1163775,0.19
158,377,1502,40554,0.13
19,1436,56554,2262160,0.44
138,1351,863572,50950748,0.44
159,322,1509,25653,0.19
10,1238,556555,32280190,0.17
62,1494,940183,48889516,0.43
160,1612,2001,42021,0.19
5,239,205649,3496033,0.27
48,141,702365,15452030,0.36
49,300,385258,6549386,0.24
10,1640,143476,8465084,0.35
161,1155,1503,10521,0.11
160,1877,2004,38076,0.37
80,1507,257859,7477911,0.43
116,1181,728004,32032176,0.15
121,390,471375,6127875,0.48
141,1232,227260,8863140,0.41
4,299,498421,23924208,0.31
27,45,642984,12216696,0.22
156,1844,349341,15720345,0.33
24,1679,573726,13195698,0.48
43,919,180804,1084824,0.1
78,139,777712,31108480,0.27
130,4,727590,36379500,0.48
99,46,41691,2001168,0.33
158,951,1500,79500,0.34
161,301,1494,26892,0.1
2,1179,969553,21330166,0.45
140,351,475929,8566722,0.19
11,33,458795,17893005,0.42
162,326,1502,25534,0.47
16,1036,717668,22247708,0.37
39,429,841469,32817291,0.2
158,426,1498,8988,0.36
51,1022,437471,9186891,0.23
130,1689,342448,10273440,0.38
62,1911,805556,20944456,0.18
42,1196,612460,17148880,0.29
125,522,7373,147460,0.44
162,261,1501,46531,0.24
60,8,990662,13869268,0.17
158,941,1499,37475,0.15
159,1332,1507,40689,0.16
19,381,59928,1797840,0.19
124,1273,545092,11446932,0.12
161,1052,1502,88618,0.48
16,1556,407183,18730418,0.49
58,1433,839196,20979900,0.41
159,1728,1508,88972,0.36
160,122,1994,85742,0.19
40,901,546141,3276846,0.48
61,234,261355,4443035,0.46
142,1665,990061,48512989,0.32
159,1065,1510,55870,0.36
105,107,107557,1613355,0.25
158,1193,1501,18012,0.49
159,289,1510,42280,0.41
96,1303,654075,32049675,0.3
17,1941,94498,4346908,0.2
161,1873,1506,16566,0.41
147,251,533999,13349975,0.31
22,1,18772,281580,0.39
95,914,406937,10580362,0.23
162,1889,1494,85158,0.46
158,1640,1495,88205,0.37
13,561,395300,10673100,0.26
161,49,1502,78104,0.49
161,1100,1501,64543,0.23
69,1842,239890,11274830,0.41
17,407,429756,21487800,0.35
153,1285,541082,2705410,0.31
162,1380,1495,44850,0.14
60,1135,694535,38893960,0.46
159,1699,1507,36168,0.36
158,102,1494,23904,0.22
22,1313,255167,3317171,0.25
51,1213,765843,22975290,0.39
159,1571,1506,48192,0.48
161,705,1498,32956,0.47
68,528,184714,10713412,0.13
160,1321,1997,115826,0.13
44,1677,297620,15178620,0.47
158,1447,1501,55537,0.47
18,495,725916,19599732,0.48
158,581,1499,35976,0.35
81,1728,499776,29486784,0.35
159,798,1507,51238,0.44
160,219,1998,65934,0.25
22,1694,104700,1465800,0.15
39,512,351288,15456672,0.15
113,1052,922451,54424609,0.4
153,1840,191707,4792675,0.2
48,1457,234129,7023870,0.4
134,1378,868573,49508661,0.15
158,1976,1502,34546,0.43
81,1290,345269,13810760,0.44
61,1613,99894,2996820,0.31
98,745,692249,34612450,0.27
40,1053,743138,3715690,0.28
26,78,68259,1365180,0.17
13,1252,903016,22575400,0.13
85,1764,382649,11096821,0.11
96,177,910707,48267471,0.48
158,1793,1498,41944,0.18
162,690,1501,55537,0.24
159,603,1510,10570,0.28
140,1121,898672,8986720,0.2
161,1267,1498,13482,0.3
13,775,108371,2059049,0.4
110,1765,556148,16684440,0.33
145,1841,659021,18452588,0.46
8,1602,664125,15274875,0.34
128,359,837158,10883054,0.3
160,1155,1996,13972,0.39
35,202,446927,11620102,0.27
151,501,691181,5529448,0.21
40,235,165534,6290292,0.18
159,56,1510,45300,0.36
138,834,833103,24993090,0.27
154,1371,280554,4488864,0.24
159,76,1511,78572,0.47
96,793,777922,15558440,0.32
161,1514,1505,24080,0.45
31,1139,766535,13031095,0.41
31,985,598079,17942370,0.13
2,1142,239251,9809291,0.45
161,1347,1505,7525,0.2
161,1100,1501,64543,0.15
162,297,1500,42000,0.25
159,547,1512,12096,0.1
126,208,476201,24286251,0.44
115,633,251830,3777450,0.17
162,840,1501,61541,0.23
83,783,227215,12496825,0.38
135,349,791201,30856839,0.36
1,849,384447,1922235,0.12
50,314,165347,1818817,0.33
105,1722,557734,33464040,0.23
161,1624,1508,76908,0.33
64,983,936197,23404925,0.12
158,239,1499,25483,0.37
48,55,907761,11800893,0.26
45,337,133595,3473470,0.22
15,1017,201408,6042240,0.5
162,1058,1500,12000,0.31
119,266,65087,2668567,0.3
158,1977,1498,20972,0.17
159,594,1508,58812,0.2
161,508,1497,70359,0.27
36,157,701011,18927297,0.47
161,1528,1503,19539,0.34
36,1943,906156,16310808,0.2
39,261,692884,21479404,0.27
162,1605,1504,31584,0.29
158,181,1500,64500,0.39
160,416,1999,15992,0.41
80,1764,141217,4095293,0.11
161,98,1501,85557,0.29
145,1100,825618,35501574,0.15
162,368,1499,44970,0.29
162,1318,1498,82390,0.16
161,1251,1500,36000,0.25
161,974,1504,37600,0.37
70,1522,100865,2319895,0.12
158,734,1501,28519,0.29
38,1698,131242,7874520,0.11
45,1633,601026,7813338,0.47
82,1004,235295,13882405,0.35
136,733,260474,7814220,0.45
162,1146,1500,39000,0.29
109,331,391434,6262944,0.46
162,329,1504,21056,0.27
65,1393,36273,1523466,0.3
161,1426,1503,30060,0.34
43,1286,966496,16430432,0.15
1,55,641358,8337654,0.34
135,1915,603716,24148640,0.19
73,913,832874,33314960,0.42
160,35,2003,82123,0.49
84,1486,606221,11518199,0.21
152,508,269104,12647888,0.15
159,38,1511,87638,0.33
133,1509,185631,11137860,0.21
138,923,92456,647192,0.21
50,496,77644,1475236,0.16
160,50,1999,25987,0.44
122,1211,199983,4399626,0.49
160,1140,2003,48072,0.13
158,367,1505,43645,0.21
160,1738,2003,38057,0.44
161,1075,1498,83888,0.18
74,1950,646683,29747418,0.21
50,162,760366,41059764,0.22
92,1937,951832,35217784,0.32
99,115,181948,2183376,0.2
161,79,1498,7490,0.26
117,1527,547128,14225328,0.43
79,1848,272890,1637340,0.39
143,1839,85412,4697660,0.32
84,794,250289,2502890,0.35
64,735,210797,2107970,0.12
161,1535,1507,18084,0.31
34,87,991966,35710776,0.11
65,1237,190247,2092717,0.49
72,1811,302676,10896336,0.45
158,1144,1500,24000,0.34
160,1724,2003,102153,0.24
162,1397,1498,80892,0.28
127,1438,983532,45242472,0.48
161,1492,1499,67455,0.15
86,1096,616932,3084660,0.32
124,1799,402578,8856716,0.31
28,1050,688863,28243383,0.11
158,599,1501,72048,0.25
25,1212,723635,42694465,0.34
82,1947,626534,33206302,0.4
162,517,1497,40419,0.44
14,806,630780,6307800,0.3
150,1639,277175,16353325,0.38
159,1207,1509,86013,0.31
130,748,890928,40982688,0.33
142,1505,20058,240696,0.21
160,985,1996,59880,0.43
3,279,560604,15696912,0.37
111,1800,398677,15149726,0.35
158,436,1497,71856,0.1
162,1253,1498,70406,0.34
142,34,855917,14550589,0.49
39,976,620729,31657179,0.25
100,1300,848364,25450920,0.26
44,145,894579,7156632,0.48
127,1315,235412,13183072,0.35
59,1007,686049,14407029,0.31
162,794,1496,14960,0.23
118,984,496374,29286066,0.5
11,643,204306,5720568,0.47
134,318,114503,2748072,0.39
160,1487,2001,76038,0.45
120,760,558627,15641556,0.44
158,686,1499,25483,0.39
123,1828,522116,19840408,0.47
97,1287,930661,33503796,0.46
62,1424,55247,828705,0.45
159,807,1510,61910,0.19
162,652,1502,10514,0.37
159,543,1511,31731,0.47
161,1916,1503,9018,0.19
35,1676,846234,8462340,0.43
40,1033,88237,3088295,0.4
160,118,1996,119760,0.4
160,389,1998,115884,0.29
161,816,1501,40527,0.37
7,820,926644,12046372,0.32
93,1841,170210,4765880,0.17
162,60,1497,88323,0.17
160,1567,2000,38000,0.35
158,1504,1503,40581,0.2
12,1093,571205,7425665,0.13
160,1941,2001,92046,0.31
153,1772,605809,27867214,0.25
144,195,974228,14613420,0.16
161,524,1511,89149,0.14
28,224,615864,4926912,0.19
18,1343,70132,3015676,0.18
37,681,353405,8481720,0.42
34,1441,972620,33069080,0.3
161,1550,1500,45000,0.13
159,89,1513,75650,0.46
159,188,1512,46872,0.46
24,1344,437506,2187530,0.22
162,1315,1499,83944,0.35
162,1298,1502,88618,0.12
31,646,263719,2109752,0.44
72,1370,227590,5689750,0.44
31,624,234201,1873608,0.47
63,535,221058,4200102,0.29
148,1362,706846,25446456,0.17
161,841,1501,36024,0.17
148,323,557373,11147460,0.16
120,1840,392590,9814750,0.21
161,1743,1500,78000,0.42
116,240,114714,4817988,0.46
25,1644,819398,22943144,0.38
161,263,1501,40527,0.33
105,1207,299910,17094870,0.45
162,517,1501,40527,0.14
52,1084,891566,24963848,0.27
154,72,946186,43524556,0.47
160,410,1995,17955,0.19
41,1948,501578,21567854,0.2
140,577,283296,6515808,0.25
161,824,1499,85443,0.29
78,1135,124656,6980736,0.29
30,204,667600,34715200,0.28
159,1832,1504,90240,0.46
161,1046,1505,88795,0.15
117,1815,206633,1859697,0.48
140,927,572236,11444720,0.27
89,695,484362,2421810,0.14
162,1888,1492,14920,0.44
51,763,54932,1208504,0.11
160,1732,1997,25961,0.2
49,343,875211,25381119,0.49
2,1683,549845,31891010,0.2
47,217,132253,7935180,0.34
160,1754,2002,50050,0.23
87,917,878231,28103392,0.17
150,1103,164723,2965014,0.12
107,841,423861,10172664,0.15
162,1323,1501,82555,0.4
93,712,952245,51421230,0.46
96,1201,523101,14646828,0.13
161,188,1504,46624,0.43
11,1508,761699,24374368,0.25
162,1016,1502,70594,0.46
144,192,928185,28773735,0.31
136,1289,938387,33781932,0.34
145,247,220836,4637556,0.12
158,1593,1498,38948,0.11
10,1533,510594,16849602,0.37
161,1591,1502,67590,0.14
8,988,769533,33089919,0.39
160,1321,1998,115884,0.33
159,1438,1505,69230,0.14
158,1911,1500,39000,0.3
32,1441,241117,8197978,0.29
34,530,881004,24668112,0.43
101,1992,878734,42179232,0.28
110,790,164439,8386389,0.36
22,599,729390,35010720,0.5
59,1466,206269,11551064,0.24
